стол,table,gran,great,grote,great,,,
давать/дать (+a +d),to give (sth to s.o.),pensar,think,denken,think,,,
перед (+inst),"in front of, before",decir,say,zeggen,say,,,
тогда,"then, at that time",ayudar,help,helpen,help,,,
сидеть/по-,to sit (p: sit for a while),bajo,low,laag,low,,,
мальчик,boy,línea,line,lijn,line,,,
девушка,girl,ser distinto,differ,verschillen,differ,,,
лето (g pl лет),summer; (after numbers) years,"a su vez,",turn,beurt,turn,,,
сегодня,today,causa,cause,oorzaak,cause,,,
сторона,side,mucho,much,veel,much,,,
совсем,completely,significará,mean,betekenen,mean,,,
маленький,small,antes,before,voor,before,,,
несколько (+g),"a few, some",movimiento,move,verhuizing,move,,,
вдруг,suddenly,derecho,right,rechts,right,,,
ни,not a,niño,boy,jongen,boy,,,
лицо,face; person,viejo,old,oude,old,,,
конечно,of course,demasiado,too,ook,too,,,
народ,(the) people,misma,same,hetzelfde,same,,,
начинать/начать,to begin,ella,she,ze,she,,,
пять,five,todo,all,alle,all,,,
ведь,you know (expecting agreement),hay,there,er,there,,,
вопрос,question,cuando,when,wanneer,when,,,
писать/на- (+a),to write,hasta,up,omhoog,up,,,
письмо,letter,uso,use,gebruiken,use,,,
при (+pr),in the presence/time of; attached to,su,your,uw,your,,,
мать (f),mother,camino,way,manier,way,,,
нужно,(it is) necessary,acerca,about,over,about,,,
смотреть/по-,to watch; (на +a) look (at),muchos,many,veel,many,,,
сила,"strength, force",entonces,then,dan,then,,,
вместе,together,ellos,them,hen,them,,,
выходить/выйти,to go out,escribir,write,schrijven,write,,,
любить/по- (+a),"to like, love; p: to fall in love with",haría,would,zou,would,,,
дорога,road,como,like,zoals,like,,,
старый,old,así,so,dus,so,,,
улица,street,éstos,these,deze,these,,,
решать/решить (+inf/+a),to decide; solve,su,her,haar,her,,,
книга,book,largo,long,lang,long,,,
всегда,always,hacer,make,maken,make,,,
голос,voice; vote,cosa,thing,ding,thing,,,
значить (i),to mean,ver,see,zien,see,,,
сразу,at once,él,him,hem,him,,,
лишь,only (=только),dos,two,twee,two,,,
минута,minute,tiene,has,heeft,has,,,
снова,again,buscar,look,kijken,look,,,
окно,window,más,more,meer,more,,,
бы,would (conditional particle),día,day,dag,day,,,
уходить/уйти,to leave (on foot),podía,could,kon,could,,,
девятьсот,nine hundred,ir,go,gaan,go,,,
последний,last,venir,come,komen,come,,,
проходить/пройти,"to go through, pass (on foot)",hizo,did,deed,did,,,
отец,father,número,number,aantal,number,,,
час,hour,sonar,sound,klinken,sound,,,
просто,simply,no,no,geen,no,,,
видеть/увидеть,to see,más,most,meest,most,,,
же,emphasizes preceding word,personas,people,mensen,people,,,
третий,third,mi,my,mijn,my,,,
потому/потому что,that is why because,sobre,over,meer dan,over,,,
никто,nobody,saber,know,weten,know,,,
ждать/подо- (+a or g),to wait (for),agua,water,water,water,,,
сколько (+g),"how many, how much",que,than,dan,than,,,
высокий,"high, tall",llamada,call,roep,call,,,
лучше,better,primero,first,eerste,first,,,
получать/получить (+a),"to receive, get",que,who,die,who,,,
почти,almost,puede,may,kan,may,,,
лес,"wood, forest",abajo,down,naar beneden,down,,,
конец,end,lado,side,kant,side,,,
нога,leg/foot,estado,been,geweest,been,,,
собственный,(one’s) own,ahora,now,nu,now,,,
сто,hundred,encontrar,find,vinden,find,,,
художник,artist,cabeza,head,hoofd,head,,,
четыре,four,de pie,stand,staan,stand,,,
пока,while,propio,own,eigen,own,,,
пока не,until,página,page,pagina,page,,,
слушать/по- (+a),to listen to,debería,should,moeten,should,,,
путь (m),"way, journey",país,country,land,country,,,
белый,white,encontrado,found,gevonden,found,,,
республика,republic,respuesta,answer,antwoord,answer,,,
быстро,quickly,escuela,school,de school,school,,,
куда,where (whither),crecer,grow,groeien,grow,,,
главный,main,estudio,study,studie,study,,,
дети (pl),children,todavía,still,nog,still,,,
рассказывать/рассказать,"to tell, talk (about)",aprender,learn,leren,learn,,,
совет,advice; council,planta,plant,planten,plant,,,
газета,newspaper,cubierta,cover,afdekking,cover,,,
понимать/понять (+a),to understand,alimentos,food,voedsel,food,,,
пора,"it is time; time, season",sol,sun,zon,sun,,,
твой,your (familiar),cuatro,four,vier,four,,,
бывать (i),to be (repeatedly),entre,between,tussen,between,,,
находить/найти (+a),to find,estado,state,staat,state,,,
песня,song,mantener,keep,houden,keep,,,
имя (n),(first) name,ojo,eye,oog,eye,,,
партия,party (political),nunca,never,nooit,never,,,
вечер,evening,último,last,laatste,last,,,
опять,again,dejar,let,laten,let,,,
иметь (i) (+a),to have (with non-concrete object),pensado,thought,gedachte,thought,,,
между (+inst),between,ciudad,city,stad,city,,,
настоящий,real; present,árbol,tree,boom,tree,,,
план,plan,cruzar,cross,oversteken,cross,,,
правда,truth,granja,farm,boerderij,farm,,,
сорок,forty,duro,hard,hard,hard,,,
ходить/с-,to go there and back,inicio,start,begin,start,,,
ходить/пo-,to walk around,podría,might,zou,might,,,
узнавать/узнать (+a),to recognize; find out,historia,story,verhaal,story,,,
поле,field,sierra,saw,zaag,saw,,,
ночь (f),night,ahora,far,ver,far,,,
входить/войти,to enter,mar,sea,zee,sea,,,
красный,red,dibujar,draw,tekenen,draw,,,
более,more,izquierda,left,links,left,,,
урок,lesson,tarde,late,laat,late,,,
нельзя,it is not allowed; it is impossible,ejecutar,run,lopen,run,,,
тело,body,no,don’t,niet,don’t,,,
рядом,alongside,mientras,while,terwijl,while,,,
лежать/по-,"to lie, (p) lie for a while",prensa,press,pers,press,,,
про (+a),about (=о +pr) (coll),Cerrar,close,dicht,close,,,
интересный,interesting,noche,night,nacht,night,,,
никогда,never,reales,real,echt,real,,,
район,region,vida,life,leven,life,,,
нужный,necessary,pocos,few,weinig,few,,,
особенно,especially,norte,north,noorden,north,,,
отвечать/ответить,to answer,libro,book,boek,book,,,
начальник,"head, boss",llevar,carry,dragen,carry,,,
разный,"various, different",tomó,took,nam,took,,,
тридцать,thirty,ciencia,science,wetenschap,science,,,
десять,ten,comer,eat,eet,eat,,,
мир,world; peace,habitación,room,kamer,room,,,
картина,picture,amigo,friend,vriend,friend,,,
комитет,committee,comenzó,began,begon,began,,,
мысль (f),thought,gusta,idea,idee,idea,,,
гость (m),guest,peces,fish,vis,fish,,,
старший,"elder, senior",montaña,mountain,berg,mountain,,,
вид,"view, look; species",Deténgase,stop,stop,stop,,,
среди (+g),among,una vez,once,eenmaal,once,,,
случай,"case, occurrence, chance",base de,base,base,base,,,
народный,people’s,escuchar,hear,hear,hear,,,
помнить/вс- (+a/о +pr),to remember,caballo,horse,paard,horse,,,
просить/по- (+a +inf),"to request, ask (s.o. to do sth)",cortada,cut,gesneden,cut,,,
пусть,let,seguro,sure,zeker,sure,,,
разговор,conversation,ver,watch,kijken,watch,,,
двор,"yard, court",colores,color,kleur,color,,,
долго,for a long time,cara,face,gezicht,face,,,
месяц,month; moon,madera,wood,hout,wood,,,
возвращаться/вернуться,to come back,principal,main,belangrijkste,main,,,
союз,union,abierta,open,geopend,open,,,
война,war,parecer,seem,lijken,seem,,,
хотя,although,juntos,together,samen,together,,,
берег,"bank, shore",próximo,next,volgende,next,,,
целый,whole,blanco,white,wit,white,,,
группа,group,niños,children,kinderen,children,,,
скоро,soon,comenzar,begin,beginnen,begin,,,
студент,student,conseguido,got,kreeg,got,,,
товарищ,comrade,caminar,walk,lopen,walk,,,
часть (f),part,ejemplo,example,voorbeeld,example,,,
спать/по-,to sleep,aliviar,ease,gemak,ease,,,
полный,full,papel,paper,papier,paper,,,
сюда,here (hither),grupo,group,groep,group,,,
приезжать/приехать,to arrive (by transport),siempre,always,altijd,always,,,
оно,it,música,music,muziek,music,,,
женщина,woman,los,those,die,those,,,
собрание,"meeting, collection",ambos,both,beide,both,,,
подходить/подойти (к +d),to approach; (+d) to suit,marca,mark,mark,mark,,,
дерево (pl деревья),tree,menudo,often,vaak,often,,,
сад,garden,carta,letter,brief,letter,,,
чуть,"hardly, just",hasta,until,tot,until,,,
бояться (i) (+g),"to fear, be afraid",milla,mile,mijl,mile,,,
заниматься (i) (+inst),to occupy oneself,río,river,rivier,river,,,
папа (m),dad; Pope,coche,car,auto,car,,,
помощь (f),help,pies,feet,voeten,feet,,,
прошлый,past,cuidado,care,zorg,care,,,
прямо,"directly, straight",segundo,second,tweede,second,,,
лучший,better; best,suficiente,enough,genoeg,enough,,,
мастер,master,llano,plain,vlakte,plain,,,
секретарь (m),secretary,chica,girl,meisje,girl,,,
стена,wall,habitual,usual,gebruikelijke,usual,,,
оказываться/оказаться (+inst),to turn out (to be); to find oneself,joven,young,jonge,young,,,
сын (pl сыновья),son,listo,ready,klaar,ready,,,
брат,brother,por encima de,above,boven,above,,,
зачем,"why, for what",nunca,ever,ooit,ever,,,
играть/сыграть,to play,rojo,red,rood,red,,,
институт,institute; institution,lista,list,lijst,list,,,
пятый,fifth,aunque,though,hoewel,though,,,
раньше,earlier,sentir,feel,voelen,feel,,,
тихо,quiet,charla,talk,Overleg,talk,,,
чёрный,black,pájaro,bird,vogel,bird,,,
великий,great,pronto,soon,spoedig,soon,,,
завтра,tomorrow,cuerpo,body,lichaam,body,,,
широкий,wide,perro,dog,hond,dog,,,
мало (+g),few; not much,familia,family,familie,family,,,
наконец,in the end,directa,direct,rechtstreeks,direct,,,
плечо,shoulder,plantear,pose,pose,pose,,,
разве,really,dejar,leave,vertrekken,leave,,,
разве… не,surely,canción,song,lied,song,,,
снег,snow,medir,measure,meten,measure,,,
будущий,future (adj),puerta,door,deur,door,,,
сердце,heart,producto,product,artikel,product,,,
трудно,(it is) difficult,negro,black,zwart,black,,,
язык,language; tongue,corto,short,korte,short,,,
приходить/прийти,to arrive (on foot),numeral,numeral,cijfer,numeral,,,
русский,Russian; a Russian,clase,class,klasse,class,,,
недавно,recently,viento,wind,wind,wind,,,
советский,Soviet (adj),pregunta,question,vraag,question,,,
некоторый,"some, a certain",suceder,happen,gebeuren,happen,,,
продолжать/продолжить,to continue,completo,complete,compleet,complete,,,
член,member,buque,ship,schip,ship,,,
поэтому,consequently,zona,area,gebied,area,,,
замечать/заметить (+a),to notice,medio,half,helft,half,,,
квартира,"flat, apartment",roca,rock,rots,rock,,,
уметь/с- (+inf),"to know how to; be able to, manage to",orden,order,orde,order,,,
свет,light; world,fuego,fire,brand,fire,,,
назад,"back, ago",sur,south,zuiden,south,,,
школьник,schoolboy,problema,problem,probleem,problem,,,
домой,"home, homewards",pieza,piece,stuk,piece,,,
право,right; law,dicho,told,vertelde,told,,,
сильный,"strong, powerful",sabía,knew,wist,knew,,,
средний,middle; average,pasar,pass,passeren,pass,,,
дальше,further,desde,since,sinds,since,,,
задача,"task, problem",cima,top,boven,top,,,
бежать/по-,to run,todo,whole,geheel,whole,,,
ветер,wind,rey,king,king,king,,,
помогать/помочь (+d),to help (s.o.),calle,street,straat,street,,,
словно,as if,pulgadas,inch,inch,inch,,,
дорогой,"dear, expensive",multiplicar,multiply,vermenigvuldigen,multiply,,,
история,history; story,nada,nothing,niets,nothing,,,
молчать/за-,to be silent; p: to fall silent,curso,course,cursus,course,,,
солнце,sun,quedarse,stay,blijven,stay,,,
дома,at home,rueda,wheel,wiel,wheel,,,
море,sea,completo,full,volledige,full,,,
огромный,enormous,fuerza,force,kracht,force,,,
ученик,pupil,azul,blue,blauw,blue,,,
чувство,feeling,objeto,object,object,object,,,
петь/с- (+a),to sing,decidir,decide,beslissen,decide,,,
борьба,struggle,superficie,surface,oppervlak,surface,,,
речь (f),speech,profunda,deep,diepe,deep,,,
ехать/по-,to go (by transport),luna,moon,maan,moon,,,
хлеб,bread,isla,island,eiland,island,,,
движение,"movement, motion",pie,foot,voet,foot,,,
праздник,"holiday, festival",sistema,system,systeem,system,,,
внимание,attention,ocupado,busy,drukke,busy,,,
считать/счесть,(+a +inst) consider (sth/s.o. to be sth) ,prueba,test,toets,test,,,
считать/со-,to count,registro,record,opnemen,record,,,
иногда,sometimes,barco,boat,boot,boat,,,
кричать/за-,to shout,común,common,gemeenschappelijke,common,,,
фабрика,factory,oro,gold,goud,gold,,,
успевать/успеть (+inf),"to have time, to be in time",posible,possible,mogelijk,possible,,,
действительно,"really, actually",plano,plane,vliegtuig,plane,,,
именно,"namely, exactly",lugar,stead,plaats,stead,,,
общий,general (adj),seco,dry,droge,dry,,,
всякий,any,maravilla,wonder,afvragen,wonder,,,
директор,director,risa,laugh,lachen,laugh,,,
красивый,beautiful,mil,thousand,duizend,thousand,,,
номер,number; hotel room,hace,ago,geleden,ago,,,
около (+g),near; about,corrió,ran,ran,ran,,,
парень (m),"lad, boy",comprobar,check,controleren,check,,,
хозяйство,economy,juego,game,spel,game,,,
вокруг (+g),around,forma,shape,vorm,shape,,,
душа,soul,equiparar,equate,gelijk,equate,,,
четвёртый,fourth,caliente,hot,heet,hot,,,
шесть,six,señorita,miss,miss,miss,,,
поднимать/поднять (+a),"to raise, lift",traído,brought,bracht,brought,,,
взгляд,"look, view",calor,heat,warmte,heat,,,
инженер,engineer,nieve,snow,sneeuw,snow,,,
также,as well,neumáticos,tire,band,tire,,,
тяжёлый,heavy,traer,bring,brengen,bring,,,
цветок (pl цветы),flower,sí,yes,ja,yes,,,
брать/взять (+a),to take,distante,distant,verre,distant,,,
видно,"evident, visible",llenar,fill,vullen,fill,,,
воздух,air,al este,east,oosten,east,,,
давно,(since) long ago,pintar,paint,schilderen,paint,,,
забывать/забыть (+a or o +pr),to forget,idioma,language,taal,language,,,
из-за (+g),from behind; because of,entre,among,onder,among,,,
опыт,experience; experiment,unidad,unit,eenheid,unit,,,
звать/по- (+a),to call (s.o.); summon,potencia,power,kracht,power,,,
стройка,building; building site,ciudad,town,stad,town,,,
жена,wife,fina,fine,fijne,fine,,,
молоко,milk,cierto,certain,bepaalde,certain,,,
ставить/по- (+a),"to place, put (in a standing position)",volar,fly,vliegen,fly,,,
однако,however,caer,fall,vallen,fall,,,
угол,corner,conducir,lead,leiden,lead,,,
бумага,paper,grito,cry,huilen,cry,,,
принимать/принять (+a),"to take, accept, receive",oscuro,dark,donker,dark,,,
длинный,long,máquina,machine,apparaat,machine,,,
занятие,occupation; (pl) classes,nota,note,noot,note,,,
чистый,"clean, pure",espere,wait,wachten,wait,,,
садиться/сесть,to sit down; get into (transport),plan de,plan,plannen,plan,,,
часто,often,figura,figure,figuur,figure,,,
шестой,sixth,estrella,star,ster,star,,,
военный,"military, war (adj); soldier",caja,box,doos,box,,,
вставать/встать,"to get up, stand up",sustantivo,noun,zelfstandig naamwoord,noun,,,
игра,game,campo,field,veld,field,,,
кружок,"circle, club",resto,rest,rest,rest,,,
хозяин (pl хозяева),"master, boss, owner",correcta,correct,juist,correct,,,
никакой,(absolutely) no,capaz,able,in staat,able,,,
дядя (m),uncle,libra,pound,pond,pound,,,
живой,"alive, lively",hecho,done,gedaan,done,,,
деревня,village; countryside,belleza,beauty,schoonheid,beauty,,,
образ,"manner, way, shape, image",unidad,drive,rijden,drive,,,
порядок,order,destacado,stood,stond,stood,,,
строитель (m),"construction worker, builder",contener,contain,bevatten,contain,,,
успех,success,delante,front,voorzijde,front,,,
приносить/принести (+a),to bring,enseñar,teach,leren,teach,,,
слишком,"too, too much",semana,week,week,week,,,
добрый,"good, kind",último,final,finale,final,,,
прежде,before,dio,gave,gaf,gave,,,
рассказ,story,verde,green,groen,green,,,
семья,family,oh,oh,oh,oh,,,
утро,morning,rápido,quick,snel,quick,,,
лагерь (m),camp,desarrollar,develop,ontwikkelen,develop,,,
знакомый,familiar; an acquaintance,océano,ocean,oceaan,ocean,,,
армия,army,caliente,warm,warme,warm,,,
нос,nose,libre,free,gratis,free,,,
пожалуйста,"please, please do; don’t mention it",minuto,minute,minuut,minute,,,
собираться/собраться (+inf),to gather; intend to; be about to,fuerte,strong,sterke,strong,,,
сначала,at first; from the beginning,especial,special,speciaal,special,,,
техника,technology,mente,mind,geest,mind,,,
деньги (f) (pl),money,detrás,behind,achter,behind,,,
доклад,report,claro,clear,duidelijk,clear,,,
оба (f обе),both,cola,tail,staart,tail,,,
седьмой,seventh,Produce,produce,produceren,produce,,,
поздно,late,hecho,fact,feit,fact,,,
попадать/попасть (в/на +a),to hit; to get to,espacio,space,ruimte,space,,,
встреча,meeting,oído,heard,gehoord,heard,,,
возможность (f),possibility,mejor,best,best,best,,,
культура,culture,horas,hour,uur,hour,,,
следовать/по-,to follow (+d); to be required,mejor,better,beter,better,,,
команда,"team, crew; command",verdadero,true,ware,true,,,
ну,well,durante,during,tijdens,during,,,
очередь (f),"queue, turn",cien,hundred,honderd,hundred,,,
личный,personal,cinco,five,vijf,five,,,"it's time;at times, now and then(See #279)"
школа,school,recordar,remember,onthouden,remember,,,
расти/вы-,to grow,paso,step,stap,step,,,
колхоз,collective farm,temprana,early,vroeg,early,,,
причина,"reason (+g for), cause",mantenga,hold,houden,hold,,,
ребята,"children, boys (coll)",oeste,west,west,west,,,
девочка,little girl,suelo,ground,grond,ground,,,
многий,many,interés,interest,rente,interest,,,
организация,organization,llegar,reach,bereiken,reach,,,
мама,mother; mummy,rápido,fast,snel,fast,,,
станция,station,verbo,verb,werkwoord,verb,,,
туда,there (thither),cantar,sing,zingen,sing,,,
уж/уже,already; really,escuchar,listen,luisteren,listen,,,
совершенно,"completely, perfectly",seis,six,zes,six,,,
спокойно,"calmly, quietly",mesa,table,tafel,table,,,
хотеться/за- (+d),"to want, feel like; p: to start to want",viajes,travel,reizen,travel,,,
всё-таки,"all the same, for all that",menos,less,minder,less,,,
чем,than,mañana,morning,ochtend,morning,,,
будто,"as though, allegedly",diez,ten,tien,ten,,,
мнение,opinion,sencilla,simple,eenvoudig,simple,,,
впервые,for the first time,varios,several,verscheidene,several,,,
любой,any (any you like),vocal,vowel,klinker,vowel,,,
медленно,slowly,hacia,toward,in de richting van,toward,,,
друг друга,each other,guerra,war,oorlog,war,,,
приходиться/прийтись (+d),to have to,sentar,lay,leggen,lay,,,
начало,beginning,contra,against,tegen,against,,,
похожий,"resembling, similar",patrón,pattern,patroon,pattern,,,
зал,hall,lenta,slow,langzaam,slow,,,
держать (i),"to hold, keep",centro,center,centrum,center,,,
предприятие,"enterprise, factory",amar,love,liefde,love,,,
спортивный,sporting,persona,person,persoon,person,,,
весёлый,"cheerful, merry",dinero,money,geld,money,,,
здравствовать (i),"to be healthy, prosper",servir,serve,dienen,serve,,,
Здравствуй(те),Hello/How are you?,aparecerá,appear,verschijnen,appear,,,
вперёд,forward; in advance,carretera,road,weg,road,,,
зелёный,green,mapa,map,kaart,map,,,
нёбо,"sky, heaven",lluvia,rain,regen,rain,,,
встречать/встретить (+a),to meet,regla,rule,regel,rule,,,
отношение (к +d),"attitude, relation (to); (pl) relations",gobernar,govern,regeren,govern,,,
бабушка,grandmother,Halar,pull,trek,pull,,,
детский,children’s,frío,cold,koude,cold,,,
останавливаться/остановиться,to stop,aviso,notice,kennisgeving,notice,,,
ответ,answer,voz,voice,stem,voice,,,
восемь,eight,energía,energy,energie,energy,,,
доска,board,caza,hunt,hunt,hunt,,,
появляться/появиться,to appear,probable,probable,waarschijnlijk,probable,,,
неделя,week,cama,bed,bedden,bed,,,
завод,factory,hermano,brother,broer,brother,,,
форма,form,huevo,egg,ei,egg,,,
являться (i) (+inst),to be (sth) (formal),paseo,ride,rit,ride,,,
вещь (f),thing,celular,cell,cel,cell,,,
герой,hero,creer,believe,geloven,believe,,,
кроме (+g),"except, besides",quizás,perhaps,misschien,perhaps,,,
подниматься/подняться,"to rise, climb",recoger,pick,pick,pick,,,
съезд,congress,repentina,sudden,plotseling,sudden,,,
точно,exactly; punctually,contar,count,tellen,count,,,
ход,movement,plaza,square,square,square,,,
равно,"equal, alike (adv)",razón,reason,reden,reason,,,
шаг,step,longitud,length,lengte,length,,,
клуб,club,representar,represent,vertegenwoordigen,represent,,,
крупный,"large, important",arte,art,kunst,art,,,
вспоминать/вспомнить (+a or о +pr),"to remember, recall",sujeto,subject,onderwerp,subject,,,
небольшой,small,región,region,regio,region,,,
художественный,artistic,tamaño,size,grootte,size,,,
кто-то,someone,variar,vary,variëren,vary,,,
нравиться/по- (+d),to please (s. o.),resolver,settle,vestigen,settle,,,
школьный,school (adj),hablar,speak,spreken,speak,,,
государство,state,peso,weight,gewicht,weight,,,
американский,American,general,general,algemeen,general,,,
строить/по- (+a),to build,hielo,ice,ijs,ice,,,
восьмой,eighth,materia,matter,aangelegenheid,matter,,,
немного (+g),"a little, not much",círculo,circle,cirkel,circle,,,
пауза,pause,par,pair,paar,pair,,,
показывать/показать (+a +d),to show (sth to s.o.),incluir,include,omvatten,include,,,
далеко,far,brecha,divide,kloof,divide,,,
затем,"after that, then",sílaba,syllable,lettergreep,syllable,,,
здание,building,sentido,felt,vilt,felt,,,
однажды,"once, one day",gran,grand,grand,grand,,,
птица,bird,bola,ball,bal,ball,,,
самолёт,aeroplane,aún,yet,nog,yet,,,
семь,seven,ola,wave,wave,wave,,,
шофёр,driver,caer,drop,laten vallen,drop,,,
двести,two hundred,corazón,heart,hart,heart,,,
известный,well-known,am,am,ben,am,,,
правильно,correctly,presente,present,aanwezig,present,,,
решение,decision; solution,pesada,heavy,zwaar,heavy,,,
вечером,in the evening,danza,dance,dans,dance,,,
готовый,ready,motor,engine,motor,engine,,,
стараться/по- (+inf),to try,posición,position,positie,position,,,
например,for example,brazo,arm,arm,arm,,,
простой,simple,amplio,wide,breed,wide,,,
произведение,a work,vela,sail,zeil,sail,,,
учить/вы- (+a),to learn (sth),materiales,material,materiaal,material,,,
учить/на- (+а +d),to teach (s.o. sth),fracción,fraction,fractie,fraction,,,
иной,other,bosque,forest,bos,forest,,,
результат,result,sentarse,sit,zitten,sit,,,
доктор,doctor,carrera,race,ras,race,,,
